0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.614569521277166686e+00,1.464016118989040827e+00,8.951640467362168563e-01,7.952806627165479370e+01,1.356756008806074121e+01,3.107344297906464092e+01,8.409466729943790853e+00,1.500421975131105867e+00,1.245730168136717886e+00,2.550000000000000000e+02,1.019080430386778318e+02,5.896918256242515355e+01,2.503353710239542806e+01,5.600606413423311558e+00,7.992890511067121118e+00,1.064126054725741142e+02,2.896641665990861370e+01,5.436711862514092530e+01,1.957654395826774021e+02,8.061546106565586456e+01,6.385475257075607658e+01,2.201827319723329595e+02,1.731316190103422059e+01,5.228729277661219754e+01,2.140015883696760852e+02,9.837313586948882005e+01,5.781544501182372642e+01,1.558301678447373604e+02,1.723556717087065593e+01,4.675042985907850124e+01,1.827809699932637670e+02,2.847725933004170429e+01,4.945269005664096085e+01,1.293356759648136745e+02,4.084961754373836129e+01,4.992604466742299252e+01,1.364083606701136091e+02,4.094666831141817909e+01,3.776582317799397970e+01,1.343880258444793299e+02,5.752066677112757986e+01,6.184874578818214985e+01,6.715673592409577175e+00,2.548126487990270750e+00,1.775435450417206074e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.360255335497505325e+00,1.125334087318626386e+00,7.534330344563117121e-01,7.089231450397778644e+01,1.048840823437710057e+01,5.139735855132929743e+01,6.416129445369683104e+00,1.130065961859041401e+00,6.964851071254831716e-01,2.550000000000000000e+02,9.800641281757299339e+01,6.919646699135597601e+01,1.879325842752973941e+01,4.428984511725112760e+00,8.149618656811451700e+00,9.963047976310983245e+01,1.213707488111991850e+01,8.478319883160953907e+01,2.550000000000000000e+02,1.005934269868399440e+02,7.823335383284518230e+01,1.205212339958418966e+02,2.758048202961557749e+01,7.464522832332352209e+01,2.550000000000000000e+02,1.525161937771256930e+02,1.107048965477791853e+02,1.220956079560539962e+02,2.411853822267546477e+01,7.910954900980148352e+01,1.299081924722887891e+02,3.073458741213677214e+01,1.033840546821735984e+02,1.738214039901503156e+02,6.546193731661013260e+01,1.021658504302286872e+02,1.845512177078540219e+02,6.506398551301336397e+01,8.807640386912704855e+01,1.891280865248519945e+02,5.161310981566829525e+01,7.045370052535660932e+01,5.595527976748210897e+00,2.140185390398326781e+00,1.882413493345496125e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.571394537211546094e+00,1.324059082188310699e+00,7.678114182804065546e-01,9.944897762313391354e+01,1.843455365281926817e+01,2.991932558149331811e+01,3.934970457577521952e+00,1.688889759101564358e+00,9.120316545533662111e-01,2.550000000000000000e+02,8.644151092034012152e+01,6.442922346056865024e+01,1.868923911252643322e+01,4.735045096088016159e+00,2.582488492823098003e+00,1.182992278383439952e+02,2.469667767961865579e+01,5.107337308076731830e+01,2.550000000000000000e+02,1.079167952183324104e+02,6.711751821567443699e+01,1.622934139610386239e+02,1.976024486329650642e+01,3.530628831510096433e+01,2.550000000000000000e+02,1.699045448985730218e+02,9.630051892844974759e+01,1.176265138776263086e+02,2.074772877737398602e+01,4.030567970925194032e+01,1.522946140856119825e+02,2.855144509166481015e+01,4.682234496711510729e+01,2.550000000000000000e+02,6.239089003753343832e+01,5.582467256356504492e+01,2.550000000000000000e+02,7.139134266838131282e+01,5.828192781679531009e+01,1.787408724528493167e+02,4.223061050181971865e+01,5.845940819513891284e+01,8.738704943048563933e+00,1.603401826217634829e+00,1.279037795519735843e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.615259646212751754e+00,1.243834119148331085e+00,5.615869504612116536e-01,6.716561859976407334e+01,1.900076896140505056e+01,3.857258875755321981e+01,2.738361808424258026e+00,1.164551364557804503e+00,9.752665664696597014e-01,1.913168538770524378e+02,7.843477149105370927e+01,4.839147546068638661e+01,2.870162257271290684e+01,5.733050038619695421e+00,6.172150206158459440e+00,1.220592437275865336e+02,1.665233588274726273e+01,5.779855569376047697e+01,2.550000000000000000e+02,1.092187034058229642e+02,6.938446299380693461e+01,1.504138590011965846e+02,3.169387403219572263e+01,7.158580390512804570e+01,2.550000000000000000e+02,1.949967280460017207e+02,9.511219273577647471e+01,1.445801373371211014e+02,2.487543559101637314e+01,4.028631306888481589e+01,1.550747781843308246e+02,2.232541985702201970e+01,6.553352101617834080e+01,2.550000000000000000e+02,7.862066100372032906e+01,4.399511375242462208e+01,2.550000000000000000e+02,8.559065191245865378e+01,5.248703766763112810e+01,1.532007753563633514e+02,3.512314723189123811e+01,4.041643300808563311e+01,8.184821850745350957e+00,2.489940630549370759e+00,1.501023514942901427e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.957857067630466297e+00,1.095418672667344717e+00,8.856323332270467086e-01,1.217927131922032942e+02,2.157233053682068302e+01,5.350993515377275145e+01,8.069511307932641486e+00,1.561914626202155487e+00,8.202172324437716489e-01,1.779436027881016003e+02,6.467771317190219804e+01,3.046552256534965153e+01,1.906863401987601137e+01,5.577263302340174533e+00,5.687133167747079554e+00,1.436718925897523604e+02,2.276217432625111314e+01,2.718855185537894315e+01,2.550000000000000000e+02,1.088382654806741385e+02,6.676341992618372956e+01,1.272224725098360807e+02,2.676998038108895983e+01,4.510928269150524983e+01,2.550000000000000000e+02,1.957818552059912918e+02,1.085927288978949292e+02,1.511222791738146896e+02,2.214659188474989548e+01,3.566937430496034267e+01,1.516561063063220729e+02,2.206390853727609880e+01,4.820200247559370155e+01,1.968255282336517382e+02,7.301257942688701519e+01,6.091883183513105138e+01,2.358674343612886162e+02,8.362813167096969380e+01,5.837240264340366025e+01,1.101170450583526588e+02,2.361990451095846311e+01,3.059445094314246916e+01,8.963647273376544433e+00,2.357087719565461370e+00,1.659924687336882698e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.635858387548179138e+00,1.596433081262657039e+00,8.815636037891234622e-01,1.560731814674219891e+02,2.118964362952582192e+01,4.412833685680502072e+01,6.690185891953831288e+00,1.689589862264099018e+00,1.229761355952996738e+00,1.832449985247324662e+02,6.112782515115979010e+01,4.060225253990684990e+01,1.952558553878093406e+01,5.445427998046911355e+00,4.727906956631914070e+00,1.925286669600750145e+02,2.926396654662070773e+01,4.622802179311445769e+01,2.550000000000000000e+02,1.033361348317615267e+02,7.837683287139621768e+01,1.686524294429598285e+02,2.750768024706198034e+01,4.051130592942489272e+01,2.550000000000000000e+02,1.986202891114599254e+02,1.242391518429648301e+02,1.490176235107910259e+02,2.540616836013581903e+01,7.188317955960636141e+01,1.641151666032299090e+02,2.354231644646394273e+01,7.822821010691222909e+01,2.443547976396062040e+02,7.564570569724465088e+01,7.349544766873843571e+01,2.550000000000000000e+02,8.439205792521653393e+01,8.592674437495647055e+01,1.606628028555859657e+02,2.493438048851234612e+01,5.051237449954633973e+01,6.954432542638863346e+00,3.228635108393522302e+00,1.540107803757885918e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.757701389584958029e+00,2.117702283339022884e+00,6.436404963916491084e-01,9.323608726135982749e+01,2.046778675669783354e+01,4.087636251641342255e+01,4.671211731523186472e+00,2.750010062999303617e+00,1.593071058745137991e+00,2.027914142209773161e+02,6.385962669892644072e+01,4.563979951265714874e+01,2.832790372931992806e+01,8.153306873436621416e+00,5.292195077074594245e+00,1.031126928389449517e+02,2.590681261274028202e+01,4.844008867143584496e+01,2.550000000000000000e+02,1.085999435416162271e+02,7.726470093156810037e+01,1.384132367348711057e+02,3.315260495067852986e+01,6.958870959260625000e+01,2.550000000000000000e+02,1.926771877937971738e+02,1.066717462053018153e+02,1.555272440565412353e+02,2.376758032826784017e+01,5.769987956722554401e+01,1.771273048591895076e+02,2.892320222978841215e+01,6.759939617591010119e+01,2.548996878480410544e+02,7.116384885042008079e+01,5.287222009744667872e+01,2.550000000000000000e+02,8.130341339160366942e+01,5.796794555417958605e+01,1.465538054912828727e+02,3.489924129552413490e+01,5.140804182715517356e+01,1.057374979250184843e+01,3.679235173107625823e+00,1.917860206654520061e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.591085275686460410e+00,1.579328308709081030e+00,1.018084081713984901e+00,9.533323976780171449e+01,2.189620893305204774e+01,8.240493067797416415e+01,8.721463607647299554e+00,2.702089396117671516e+00,2.185842294749904546e+00,1.812133798969735210e+02,7.344798181692711125e+01,6.142382798418000078e+01,3.289302040053376430e+01,8.131820154128194034e+00,7.791070676008637008e+00,6.365787089744481619e+01,1.765504397153025806e+01,8.229771965970574854e+01,2.550000000000000000e+02,1.114486105847895203e+02,8.415384433198607894e+01,1.162699133508999410e+02,3.533334803657493239e+01,1.117337729077311224e+02,2.550000000000000000e+02,1.941516025081413375e+02,1.340982602622275692e+02,1.106278800567384906e+02,2.956148839504214010e+01,8.696636087326508857e+01,1.181579688460374911e+02,3.028398889826296880e+01,1.270592743403425828e+02,2.550000000000000000e+02,7.085690523909265437e+01,1.281738977485107114e+02,2.550000000000000000e+02,8.468780316577954181e+01,1.090429061955057506e+02,1.338751975448327585e+02,3.449989254690449769e+01,6.748483822268822507e+01,1.282362736948606319e+01,4.599163211333654466e+00,2.998520769249327866e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.230874464647908617e+00,2.176638071424225274e+00,1.584645138604500625e+00,1.237321300052185080e+02,1.878225250958100290e+01,6.145566202545324330e+01,7.787229284435626120e+00,2.755665824977076017e+00,1.283779289734139128e+00,2.119698192666916441e+02,7.467256336499687563e+01,4.572155619023189388e+01,2.798435693103678545e+01,7.072851557960185609e+00,6.164048981724575604e+00,1.547736432978977064e+02,2.849129113739386909e+01,9.693126729492223603e+01,2.550000000000000000e+02,1.141976353370587418e+02,7.334446970167425661e+01,2.525138480659244351e+02,2.974180642222740900e+01,5.371114320312572232e+01,2.550000000000000000e+02,1.907635369228845832e+02,1.291774607822136716e+02,2.080782377255555957e+02,2.722504828949398004e+01,6.105943048966929609e+01,2.550000000000000000e+02,3.289769700856164292e+01,7.203402988756754155e+01,2.550000000000000000e+02,7.799129238137973630e+01,8.642972245876349291e+01,2.550000000000000000e+02,9.009177469156259122e+01,7.291862835203163229e+01,1.625127042759911262e+02,3.557019759855450758e+01,7.265733223650524053e+01,1.456540868038946712e+01,3.039344623422299829e+00,3.156297983381624928e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.876638986286478961e+00,1.718920040480131251e+00,8.364085433035545192e-01,1.037476225355180190e+02,1.801621593605174709e+01,4.808674530735211761e+01,8.144357463731305202e+00,2.530637148356104760e+00,1.769025774207141577e+00,2.342076600473256747e+02,8.903562309131355335e+01,5.984933505913084417e+01,3.181284216277973798e+01,1.037075069140472827e+01,4.019658307852897572e+00,1.269396282810107124e+02,3.118649190325629306e+01,7.628596502532897716e+01,2.550000000000000000e+02,1.110634804943304061e+02,7.376630295818371508e+01,1.084522982714079831e+02,2.599550476234205831e+01,5.103020239659284130e+01,2.550000000000000000e+02,1.752160472660914365e+02,1.028346919357705076e+02,1.475445500058742425e+02,2.514686072795094063e+01,4.197860545381403341e+01,1.531754168146774191e+02,2.411737426118065386e+01,4.165179839055737432e+01,2.035285677066454184e+02,7.083031682709503229e+01,5.948285849327772468e+01,2.054006124893976164e+02,7.539077090097191558e+01,4.988382831364630476e+01,1.508737962382155047e+02,4.449490318012070844e+01,6.366550328977969286e+01,1.222627670146681567e+01,4.907887408719634692e+00,3.397836588476207620e+00
